epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,8836.24,0.11355,0.19393,0.80393,0.51225,0.48178,0.45021,0.31323,1.70174,2.41242,1.93212,0.000220089,0.000220089,0.000220089
83,8944.21,0.11391,0.19487,0.80308,0.58483,0.37975,0.41238,0.28735,1.92263,2.63203,2.12559,0.00020909,0.00020909,0.00020909
84,9051.64,0.11407,0.19501,0.80479,0.41144,0.44691,0.42046,0.29987,1.9398,2.63517,2.20051,0.000198091,0.000198091,0.000198091
85,9158.98,0.11284,0.19337,0.80354,0.52986,0.41477,0.43874,0.29788,1.94509,2.51479,2.1149,0.000187092,0.000187092,0.000187092
86,9266.34,0.11076,0.19032,0.80605,0.40734,0.43729,0.38184,0.25713,1.86901,2.75618,2.06359,0.000176094,0.000176094,0.000176094
87,9373.69,0.11056,0.18961,0.80422,0.38114,0.41727,0.35478,0.24903,2.01371,2.77303,2.1467,0.000165095,0.000165095,0.000165095
88,9481.1,0.10705,0.18712,0.80569,0.47765,0.42887,0.37933,0.25406,1.82378,2.4668,1.99726,0.000154096,0.000154096,0.000154096
89,9588.49,0.10826,0.18865,0.80422,0.50746,0.38996,0.39672,0.27143,1.82663,2.48178,1.97921,0.000143097,0.000143097,0.000143097
90,9695.97,0.10686,0.18352,0.80184,0.49165,0.44036,0.42847,0.29793,1.93529,2.20167,2.01596,0.000132098,0.000132098,0.000132098
91,9803.41,0.10799,0.16761,0.78682,0.38225,0.46894,0.38033,0.26424,1.90216,2.58378,2.06269,0.000121099,0.000121099,0.000121099
92,9910.17,0.10908,0.16785,0.79001,0.4627,0.38996,0.36481,0.24668,1.99486,1.99178,2.40203,0.0001101,0.0001101,0.0001101
93,10016.9,0.10416,0.16299,0.78534,0.34694,0.50569,0.39688,0.27333,1.9196,2.02505,2.29163,9.91012e-05,9.91012e-05,9.91012e-05
94,10123.7,0.10413,0.16186,0.7884,0.47598,0.38625,0.39085,0.27499,1.93447,2.38462,2.25087,8.81023e-05,8.81023e-05,8.81023e-05
95,10230.4,0.10031,0.16,0.78682,0.42538,0.41629,0.38092,0.26628,1.97896,2.28914,2.2567,7.71034e-05,7.71034e-05,7.71034e-05
96,10337.2,0.10052,0.16059,0.78749,0.49826,0.38608,0.41102,0.28763,1.95319,2.34024,2.2678,6.61045e-05,6.61045e-05,6.61045e-05
97,10444,0.09888,0.15975,0.78585,0.52311,0.37177,0.40988,0.28661,1.9606,2.09792,2.25841,5.51056e-05,5.51056e-05,5.51056e-05
98,10550.8,0.09882,0.15838,0.78558,0.41126,0.46298,0.41272,0.28924,1.9725,2.1499,2.30403,4.41067e-05,4.41067e-05,4.41067e-05
99,10657.6,0.09672,0.15788,0.78732,0.61513,0.36249,0.44781,0.31196,1.97704,2.3219,2.30297,3.31078e-05,3.31078e-05,3.31078e-05
100,10764.5,0.09376,0.15372,0.7863,0.43861,0.46704,0.452,0.31129,1.97053,2.28814,2.30662,2.21089e-05,2.21089e-05,2.21089e-05
